pais,codigo_iso,anio,tipo_ganado,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,cluster_kmeans,cluster_asignado
Nueva Zelanda,NZL,2019,bovino,0.857,0.0471,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2019,porcino,0.169,0.1456,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2019,avicola,0.014,0.0027,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2019,ovino,0.345,0.0222,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2019,caprino,0.333,0.0697,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2020,bovino,0.591,0.0822,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2020,porcino,0.036,0.0234,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2020,avicola,0.12,0.0026,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2020,ovino,0.073,0.0116,0,0,Baja Emisión (Dominio Avícola/Ovino)
Nueva Zelanda,NZL,2020,caprino,0.299,0.0044,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2011,bovino,0.861,0.1821,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2011,porcino,0.861,0.1724,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2011,avicola,0.022,0.0025,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2011,ovino,0.185,0.0153,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2011,caprino,0.722,0.0114,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2012,bovino,1.934,0.2563,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2012,porcino,0.761,0.1112,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2012,avicola,0.016,0.0021,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2012,ovino,0.009,0.0072,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2012,caprino,0.35,0.0072,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2013,bovino,0.137,0.0016,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2013,porcino,0.764,0.1235,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2013,avicola,0.081,0.0035,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2013,ovino,0.349,0.0112,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2013,caprino,0.74,0.0141,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2014,bovino,6.967,0.2952,1,2,Impacto Medio (Mix Ganadero Equilibrado)
España,ESP,2014,porcino,1.871,0.3653,0,2,Impacto Medio (Mix Ganadero Equilibrado)
España,ESP,2014,avicola,0.013,0.0023,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2014,ovino,0.317,0.0254,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2014,caprino,0.479,0.0368,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2015,bovino,1.702,0.3092,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2015,porcino,9.226,1.0,1,2,Impacto Medio (Mix Ganadero Equilibrado)
España,ESP,2015,avicola,0.098,0.0005,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2015,ovino,1.358,0.1505,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2015,caprino,1.363,0.6648,0,2,Impacto Medio (Mix Ganadero Equilibrado)
España,ESP,2016,bovino,1.082,0.0923,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2016,porcino,0.151,0.2807,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2016,avicola,0.034,0.0002,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2016,ovino,0.487,0.0204,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2016,caprino,0.581,0.025,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2017,bovino,13.715,0.884,1,1,Alta Emisión (Bovino Intensivo)
España,ESP,2017,porcino,0.294,0.1013,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2017,avicola,0.003,0.0004,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2017,ovino,4.31,0.0793,1,2,Impacto Medio (Mix Ganadero Equilibrado)
España,ESP,2017,caprino,0.058,0.0531,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2018,bovino,0.628,0.0587,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2018,porcino,1.458,0.1453,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2018,avicola,0.047,0.0008,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2018,ovino,0.809,0.0407,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2018,caprino,0.009,0.0129,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2019,bovino,0.836,0.0775,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2019,porcino,2.44,0.7303,1,2,Impacto Medio (Mix Ganadero Equilibrado)
España,ESP,2019,avicola,0.007,0.0003,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2019,ovino,0.07,0.0273,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2019,caprino,15.948,0.2974,1,1,Alta Emisión (Bovino Intensivo)
España,ESP,2020,bovino,0.2,0.0427,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2020,porcino,0.264,0.0986,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2020,avicola,0.025,0.0013,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2020,ovino,0.541,0.0233,0,0,Baja Emisión (Dominio Avícola/Ovino)
España,ESP,2020,caprino,0.752,0.0142,0,0,Baja Emisión (Dominio Avícola/Ovino)
