pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios,temperatura_promedio,temperatura_maxima,temperatura_minima,precipitacion_total,humedad_relativa_promedio,dias_con_heladas,meses_estres_hidrico,indice_aridez,n_eventos_total_regiones,ev_granizo,ev_helada_tardia,ev_incendios,ev_inundacion,ev_ola_calor,ev_sequia_extrema,ev_sequia_moderada,ev_sequia_severa,ev_tormenta_severa,flag_anio_eventos_extremos,tiene_subsidio_activo,reg_bienestar_animal,reg_deforestacion,reg_emisiones_ganaderas,reg_etanol_mezcla,reg_pesticidas_neonicotinoides,reg_reservas_legales,reg_rotacion_cultivos,reg_uso_agua,acuerdo_Acuerdo_Mercosur,acuerdo_Acuerdo_Paris,acuerdo_Convenio_Biodiversidad,acuerdo_ODS_2030,acuerdo_Protocolo_Kyoto,acuerdo_TLCAN,objetivo_reduccion_emisiones_pct,precio_hist_medio_usd,precio_hist_max_usd,precio_hist_volatilidad,flag_sin_clima,flag_sin_precio_historico
Alemania,DEU,Europa,Girasol,2013,2361916,1.86,4386555,165,2679,0.0116108833760286,11.4,21.5,-1.7,731.0,68.0,3.0,4.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2013,307453,3.05,937549,110,9370,0.0284307172870886,11.4,21.5,-1.7,731.0,68.0,3.0,4.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2013,2581351,4.86,12552324,156,6122,0.0465833213568662,11.4,21.5,-1.7,731.0,68.0,3.0,4.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2013,370947,1.14,422736,272,8259,0.0329983481955144,11.4,21.5,-1.7,731.0,68.0,3.0,4.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2013,6763106,8.7,58852779,248,4170,-0.0205822278195508,11.4,21.5,-1.7,731.0,68.0,3.0,4.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2013,1389206,3.5,4865054,80,7180,-0.0459365767028124,11.4,21.5,-1.7,731.0,68.0,3.0,4.0,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Soja,2014,2212295,2.64,5847509,134,8640,0.0209689296316314,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,513.15,632.26,53.02,0,0
Alemania,DEU,Europa,Caña de azúcar,2014,2464081,130.07,320503951,210,5934,-0.0009449058846323,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Girasol,2014,3119278,1.8,5602407,294,4012,0.0020606287331703,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2014,90740,1.63,148035,106,4495,0.0163334476440276,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2014,2448628,3.68,9007544,193,1144,-0.0385278048597734,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2014,125645,2.5,314329,295,1653,0.0182551360768527,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2014,1970628,5.42,10671889,283,9468,0.0322109064239966,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2014,1680186,4.0,6717294,216,4154,-0.0179687242851445,20.5,32.3,9.6,1589.0,50.0,115.0,2.0,21.53,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Soja,2015,789168,3.39,2675561,51,2072,-0.0289218525064475,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,513.15,632.26,53.02,0,0
Alemania,DEU,Europa,Caña de azúcar,2015,3797050,95.61,363043576,187,8130,0.0146561159318345,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Girasol,2015,1484901,1.45,2151027,68,1889,-0.0322007836444565,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2015,36065,1.78,64087,149,8391,0.0130217264625787,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2015,163030,3.13,510303,234,2036,0.0255960596695177,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2015,385881,2.07,800024,124,5937,0.010656584118683,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2015,7225117,5.5,39734991,90,9740,-0.0280134274539489,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2015,1826359,6.13,11198736,86,5883,0.0177289045505062,10.5,24.8,0.0,555.0,64.0,100.0,6.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Soja,2016,7824449,5.1,39906614,52,3316,-0.0376764841066501,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,513.15,632.26,53.02,0,0
Alemania,DEU,Europa,Caña de azúcar,2016,5874725,102.35,601271048,241,6633,-0.0288263057078015,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Girasol,2016,5006056,1.61,8079622,114,4183,-0.0385377457876816,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2016,322978,3.48,1125495,190,8557,0.0144674513859038,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2016,530001,3.15,1671878,293,6420,-0.0142861640988177,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2016,134399,0.82,110423,131,8960,-0.0049354021785065,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2016,5577029,6.9,38469124,256,6182,0.0458658921929503,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2016,617228,3.2,1976410,161,5533,0.0340110058780655,16.9,31.5,7.0,411.0,65.0,5.0,7.0,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Soja,2017,5644663,3.09,17421273,248,6004,-0.0013028617563308,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,513.15,632.26,53.02,0,0
Alemania,DEU,Europa,Caña de azúcar,2017,1250135,112.72,140910944,187,4218,-0.0236765349406416,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Girasol,2017,770718,3.78,2910842,211,1511,0.031264239983179,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2017,119253,2.91,346798,188,8734,0.0153908139282444,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2017,3031845,3.96,12013771,124,3193,-0.0035298857829547,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2017,217241,0.91,197697,296,3717,0.025720607127351,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2017,2529076,5.26,13296633,297,3395,0.0235919808834824,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2017,779864,2.68,2092322,117,7052,-0.026598133114868,16.6,22.6,6.4,1574.0,82.0,83.0,4.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Soja,2018,4889234,4.04,19746956,166,1760,-0.0460095301415102,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,513.15,632.26,53.02,0,0
Alemania,DEU,Europa,Caña de azúcar,2018,1922703,113.29,217830531,263,5314,0.0078631434920058,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Girasol,2018,3391922,2.78,9423673,263,2275,0.0016662897553938,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2018,116256,2.12,246949,174,8898,0.0387171943517111,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2018,1011512,4.16,4204221,121,4465,-0.0349759592213439,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2018,287174,1.51,432668,257,6410,0.0220255658874949,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2018,8402185,6.87,57762771,155,1367,-0.025632969257873,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2018,1117777,2.78,3104287,196,3406,-0.0444087995839555,15.0,26.4,7.2,944.0,48.0,57.0,4.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Soja,2019,1463520,3.88,5675885,213,1305,0.0378508982953036,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,513.15,632.26,53.02,0,0
Alemania,DEU,Europa,Caña de azúcar,2019,5516868,106.9,589758724,170,8891,-0.0329433216010303,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Girasol,2019,1462104,3.15,4609433,218,9369,-0.023547930145471,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2019,208210,2.57,535596,146,7315,-0.0367786801542564,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2019,3700533,7.0,25894516,88,2577,-0.032257781568267,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2019,394263,0.64,254045,80,2526,-0.0017759064887519,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2019,8095649,11.03,89286894,216,8069,0.0022044229661554,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2019,94822,5.43,515150,173,7246,-0.0149482186220228,21.8,27.0,15.8,626.0,75.0,61.0,6.0,7.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Soja,2020,9365600,3.82,35738183,84,5170,-0.0022858762995459,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,513.15,632.26,53.02,0,0
Alemania,DEU,Europa,Caña de azúcar,2020,1301996,86.17,112195123,98,1089,0.0209148837206107,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Girasol,2020,5891856,2.47,14547154,102,6175,-0.0091154922826068,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Té,2020,193124,2.3,443660,158,6990,0.0111880677011314,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Trigo,2020,4489698,6.84,30708729,173,3928,-0.0129787031120853,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,314.08,368.77,32.21,0,0
Alemania,DEU,Europa,Café,2020,144804,2.76,400243,151,3262,0.0354998922823596,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Alemania,DEU,Europa,Maíz,2020,4498613,5.94,26737263,104,9328,-0.0099439093574277,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,202.71,242.78,25.59,0,0
Alemania,DEU,Europa,Cebada,2020,1124437,4.32,4859168,149,1086,0.0304369360887174,20.6,30.9,15.2,739.0,45.0,39.0,3.0,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,0,1
Australia,AUS,Oceanía,Trigo,2011,331327,7.22,2391721,217,9536,-0.021353076613243,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,288.93,313.72,18.71,0,0
Australia,AUS,Oceanía,Caña de azúcar,2011,1001514,137.24,137447283,162,1175,-0.0298292757193985,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0,1
Australia,AUS,Oceanía,Algodón,2011,2206270,1.56,3434095,182,4795,0.0115189985703549,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0,1
Australia,AUS,Oceanía,Maíz,2011,6219497,3.36,20872562,120,7544,-0.0146872336643472,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,217.92,247.94,26.82,0,0
Australia,AUS,Oceanía,Café,2011,308199,0.77,237431,285,2477,0.0049592653546435,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0,1
Australia,AUS,Oceanía,Té,2011,298424,3.03,903477,120,4707,0.0106363407992252,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0,1
Australia,AUS,Oceanía,Soja,2011,7768365,2.39,18596653,179,2744,0.0058630712869658,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,506.99,588.24,52.11,0,0
Australia,AUS,Oceanía,Arroz,2011,1443327,8.72,12587131,274,9813,0.0313147349606374,19.13,29.27,8.23,1018.33,74.33,89.33,0.67,17.84,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,364.38,437.37,31.6,0,0
Australia,AUS,Oceanía,Trigo,2012,3799806,8.64,32833009,243,6565,0.0461238725301614,16.43,26.73,9.53,1591.0,53.33,66.67,2.67,28.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,288.93,313.72,18.71,0,0
Australia,AUS,Oceanía,Caña de azúcar,2012,7785219,129.56,1008690861,116,2106,-0.0117326754080788,16.43,26.73,9.53,1591.0,53.33,66.67,2.67,28.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0,1
Australia,AUS,Oceanía,Algodón,2012,965820,2.55,2466599,294,6785,0.0016504217204838,16.43,26.73,9.53,1591.0,53.33,66.67,2.67,28.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0,1
Australia,AUS,Oceanía,Maíz,2012,4343656,4.17,18126940,260,6603,-0.042397117946631,16.43,26.73,9.53,1591.0,53.33,66.67,2.67,28.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,217.92,247.94,26.82,0,0
