pais,codigo_iso,anio,tipo_ganado,cabezas_ganado,produccion_carne_ton,produccion_leche_lt,emisiones_ch4_ton_co2eq,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,flag_eficiencia_anomala,flag_leche_no_aplica,temperatura_promedio,temperatura_maxima,temperatura_minima,precipitacion_total,humedad_relativa_promedio,dias_con_heladas,meses_estres_hidrico,indice_aridez,n_eventos_total_regiones,ev_granizo,ev_helada_tardia,ev_incendios,ev_inundacion,ev_ola_calor,ev_sequia_extrema,ev_sequia_moderada,ev_sequia_severa,ev_tormenta_severa,flag_anio_eventos_extremos,tiene_subsidio_activo,reg_bienestar_animal,reg_deforestacion,reg_emisiones_ganaderas,reg_etanol_mezcla,reg_pesticidas_neonicotinoides,reg_reservas_legales,reg_rotacion_cultivos,reg_uso_agua,acuerdo_Acuerdo_Mercosur,acuerdo_Acuerdo_Paris,acuerdo_Convenio_Biodiversidad,acuerdo_ODS_2030,acuerdo_Protocolo_Kyoto,acuerdo_TLCAN,objetivo_reduccion_emisiones_pct,flag_sin_clima,precio_referencia_usd,ingreso_bruto_usd,margen_pct,beneficio_neto_usd
Estados Unidos,USA,2019,ovino,14780573,577189,515268403.0,2730052,0.185,0.0391,0,0,1,22.37,27.8,12.07,1066.33,49.67,60.33,3.67,13.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,4500.0,2597350500.0,0.1,259735050.0
Estados Unidos,USA,2019,caprino,4341061,63882,428502718.0,461448,0.106,0.0147,0,0,0,22.37,27.8,12.07,1066.33,49.67,60.33,3.67,13.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,4200.0,268304400.0,0.1,26830440.0
Estados Unidos,USA,2020,bovino,33269089,1069815,10491384888.0,35831415,1.077,0.0322,0,0,0,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,4090.08,4375628935.2,0.14,612588050.928
Estados Unidos,USA,2020,porcino,2352460,4277877,,7910707,3.363,1.0,1,1,1,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,2519.86,10779651137.220001,0.14,1509151159.2108004
Estados Unidos,USA,2020,avicola,256996172,638186,,30444070,0.118,0.0025,0,0,1,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,1600.0,1021097600.0,0.14,142953664.0
Estados Unidos,USA,2020,ovino,20230809,102487,165479544.0,12573454,0.622,0.0051,0,0,1,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,4500.0,461191500.0,0.14,64566810.00000001
Estados Unidos,USA,2020,caprino,12909968,460198,536220551.0,8614636,0.667,0.0356,0,0,0,15.7,27.0,5.2,804.33,48.33,54.33,5.0,14.4,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,4200.0,1932831600.0,0.14,270596424.0
India,IND,2011,bovino,44219668,3366010,9540628215.0,20006981,0.452,0.0761,0,0,0,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,13767250180.8,0.1,1376725018.08
India,IND,2011,porcino,9780000,1449315,,15196555,1.554,0.1482,0,0,1,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,3652070895.9,0.13,474769216.467
India,IND,2011,avicola,974372621,966725,,23519297,0.024,0.001,0,0,1,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,1546760000.0,0.1,154676000.0
India,IND,2011,ovino,13830889,21924,8270310.0,535342,0.039,0.0016,0,0,1,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,98658000.0,0.1,9865800.0
India,IND,2011,caprino,13084726,462479,454876305.0,9136151,0.698,0.0353,0,0,0,18.93,28.97,5.1,1198.67,53.0,44.33,2.33,19.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1942411800.0,0.1,194241180.0
India,IND,2012,bovino,45447509,2988376,1586303074.0,43395709,0.955,0.0658,0,0,0,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,12222696910.08,0.1,1222269691.0080001
India,IND,2012,porcino,8502644,2399373,,6974218,0.82,0.2822,0,0,1,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,6046084047.780001,0.13,785990926.2114002
India,IND,2012,avicola,670428088,894780,,27865182,0.042,0.0013,0,0,1,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,1431648000.0,0.1,143164800.0
India,IND,2012,ovino,21367442,252780,76059308.0,7309528,0.342,0.0118,0,0,1,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,1137510000.0,0.1,113751000.0
India,IND,2012,caprino,6071118,223420,501298013.0,5614947,0.925,0.0368,0,0,0,16.67,23.93,5.77,832.0,63.0,77.0,4.0,17.8,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,938364000.0,0.1,93836400.0
India,IND,2013,bovino,31767986,2080129,9438882955.0,9919546,0.312,0.0655,0,0,0,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,8507894020.32,0.1,850789402.0320001
India,IND,2013,porcino,21912672,1924622,,16158310,0.737,0.0878,0,0,1,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,4849777992.92,0.1,484977799.29200006
India,IND,2013,avicola,1041585569,682656,,30759724,0.03,0.0007,0,0,1,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,1092249600.0,0.1,109224960.0
India,IND,2013,ovino,10285276,105832,47390171.0,1575457,0.153,0.0103,0,0,1,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,476244000.0,0.1,47624400.0
India,IND,2013,caprino,413904,316918,391429723.0,2525842,6.102,0.7657,1,0,0,19.67,30.4,9.1,920.67,57.67,48.33,3.0,13.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1331055600.0,0.1,133105560.0
India,IND,2014,bovino,45044678,4283533,8295737643.0,24771058,0.55,0.0951,0,0,0,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,17519992652.64,0.1,1751999265.264
India,IND,2014,porcino,5370427,2204066,,12263356,2.283,0.4104,0,0,1,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,5553937750.76,0.13,722011907.5988001
India,IND,2014,avicola,426677570,543663,,10008970,0.023,0.0013,0,0,1,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,869860800.0,0.1,86986080.0
India,IND,2014,ovino,8723956,187120,121202450.0,10577948,1.213,0.0214,0,0,1,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,842040000.0,0.1,84204000.0
India,IND,2014,caprino,12698870,407677,139433521.0,965290,0.076,0.0321,0,0,0,19.13,32.1,13.37,869.33,63.0,72.67,4.33,13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1712243400.0,0.1,171224340.0
India,IND,2015,bovino,13263507,304076,554523067.0,39624746,2.988,0.0229,1,0,0,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,1243695166.08,0.07,87058661.62560001
India,IND,2015,porcino,4611350,548487,,2876326,0.624,0.1189,0,0,1,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,1382110451.8200002,0.1,138211045.182
India,IND,2015,avicola,893475324,444893,,3821793,0.004,0.0005,0,0,1,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,711828800.0,0.1,71182880.0
India,IND,2015,ovino,12630970,501574,466876633.0,3723165,0.295,0.0397,0,0,1,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,2257083000.0,0.1,225708300.0
India,IND,2015,caprino,15335308,391621,10947704.0,6533970,0.426,0.0255,0,0,0,18.63,29.8,8.03,747.0,65.67,59.0,2.33,13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1644808200.0,0.1,164480820.0
India,IND,2016,bovino,44631079,716521,9856835489.0,30294176,0.679,0.0161,0,0,0,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,2930628211.68,0.1,293062821.168
India,IND,2016,porcino,13675088,3420964,,10005527,0.732,0.2502,0,0,1,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,8620350345.04,0.13,1120645544.8552
India,IND,2016,avicola,250202005,936694,,1727938,0.007,0.0037,0,0,1,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,1498710400.0,0.1,149871040.0
India,IND,2016,ovino,17773713,312851,303323354.0,584519,0.033,0.0176,0,0,1,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,1407829500.0,0.1,140782950.0
India,IND,2016,caprino,10255981,165843,230643756.0,8228054,0.802,0.0162,0,0,0,17.57,30.17,6.5,1018.33,72.67,24.67,1.0,16.22,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,696540600.0,0.1,69654060.0
India,IND,2017,bovino,42062898,2551888,4649238231.0,16283278,0.387,0.0607,0,0,0,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,10437426071.039999,0.1,1043742607.104
India,IND,2017,porcino,20630566,219468,,10258016,0.497,0.0106,0,0,1,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,553028634.48,0.1,55302863.44800001
India,IND,2017,avicola,151281115,508890,,12173519,0.08,0.0034,0,0,1,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,814224000.0,0.1,81422400.0
India,IND,2017,ovino,7096270,19812,170251498.0,2347451,0.331,0.0028,0,0,1,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,89154000.0,0.1,8915400.0
India,IND,2017,caprino,4118508,139248,140819399.0,7839121,1.903,0.0338,0,0,0,19.5,30.5,9.23,805.33,57.0,91.67,6.0,10.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,584841600.0,0.1,58484160.0
India,IND,2018,bovino,9239066,3830992,9141124557.0,41664448,4.51,0.4147,1,0,0,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,15669063759.36,0.1,1566906375.936
India,IND,2018,porcino,24602694,2769435,,13066256,0.531,0.1126,0,0,1,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,6978588479.1,0.1,697858847.9100001
India,IND,2018,avicola,930468595,473852,,8814839,0.009,0.0005,0,0,1,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,758163200.0,0.1,75816320.0
India,IND,2018,ovino,12535761,278904,73048521.0,13078385,1.043,0.0222,0,0,1,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,1255068000.0,0.1,125506800.0
India,IND,2018,caprino,28490764,242676,128205413.0,5121745,0.18,0.0085,0,0,0,17.6,29.77,7.1,1124.67,55.33,35.0,1.33,18.71,7.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1019239200.0,0.1,101923920.0
India,IND,2019,bovino,40944219,4473598,9815362407.0,35724156,0.873,0.1093,0,0,0,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,18297373707.84,0.14,2561632319.0976005
India,IND,2019,porcino,8588900,1283465,,9781187,1.139,0.1494,0,0,1,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,3234152114.9,0.17,549805859.5330001
India,IND,2019,avicola,491424527,1192330,,9179686,0.019,0.0024,0,0,1,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,1907728000.0,0.14,267081920.00000003
India,IND,2019,ovino,13958356,527126,376366567.0,1305429,0.094,0.0378,0,0,1,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,2372067000.0,0.14,332089380.00000006
India,IND,2019,caprino,1278546,295205,146871590.0,10751177,8.409,0.2309,1,0,0,14.43,25.73,3.33,1190.0,63.67,29.0,2.33,24.05,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1239861000.0,0.14,173580540.00000003
India,IND,2020,bovino,36812893,3989400,5149608513.0,2667704,0.072,0.1084,0,0,0,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,16316965152.0,0.14,2284375121.28
India,IND,2020,porcino,10560475,1772274,,12836822,1.216,0.1678,0,0,1,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,4465882361.64,0.17,759200001.4788
India,IND,2020,avicola,341737788,326136,,10624532,0.031,0.001,0,0,1,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,521817600.0,0.14,73054464.0
India,IND,2020,ovino,11169231,72234,373027043.0,4791443,0.429,0.0065,0,0,1,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,325053000.0,0.14,45507420.00000001
India,IND,2020,caprino,10211307,347850,5573814.0,5340943,0.523,0.0341,0,0,0,17.77,30.87,9.3,673.33,56.0,88.67,5.33,10.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1460970000.0,0.14,204535800.00000003
China,CHN,2011,bovino,38481774,2705240,3801756201.0,38096629,0.99,0.0703,0,0,0,17.0,25.5,6.6,817.0,54.0,40.0,2.0,13.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,11064648019.199999,0.1,1106464801.9199998
China,CHN,2011,porcino,10185877,2668509,,4128351,0.405,0.262,0,0,1,17.0,25.5,6.6,817.0,54.0,40.0,2.0,13.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,6724269088.740001,0.13,874154981.5362002
China,CHN,2011,avicola,114870458,1314884,,10641082,0.093,0.0114,0,0,1,17.0,25.5,6.6,817.0,54.0,40.0,2.0,13.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,2103814400.0,0.1,210381440.0
China,CHN,2011,ovino,2631739,314402,492554316.0,7374915,2.802,0.1195,1,0,1,17.0,25.5,6.6,817.0,54.0,40.0,2.0,13.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,1414809000.0,0.07,99036630.00000001
China,CHN,2011,caprino,14563259,170557,434021107.0,5437213,0.373,0.0117,0,0,0,17.0,25.5,6.6,817.0,54.0,40.0,2.0,13.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,716339400.0,0.1,71633940.0
China,CHN,2012,bovino,4415201,4273360,2183536150.0,19785834,4.481,0.9679,1,0,0,23.1,34.5,10.5,445.0,52.0,33.0,9.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,17478384268.8,0.1,1747838426.88
China,CHN,2012,porcino,4872280,2088456,,3521904,0.723,0.4286,0,0,1,23.1,34.5,10.5,445.0,52.0,33.0,9.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,5262616736.16,0.13,684140175.7008001
China,CHN,2012,avicola,661902717,940030,,9300256,0.014,0.0014,0,0,1,23.1,34.5,10.5,445.0,52.0,33.0,9.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,1504048000.0,0.1,150404800.0
China,CHN,2012,ovino,10582695,15796,380385757.0,10742715,1.015,0.0015,0,0,1,23.1,34.5,10.5,445.0,52.0,33.0,9.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,71082000.0,0.1,7108200.0
China,CHN,2012,caprino,15007961,148770,67942334.0,6621332,0.441,0.0099,0,0,0,23.1,34.5,10.5,445.0,52.0,33.0,9.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,624834000.0,0.1,62483400.0
China,CHN,2013,bovino,34757122,4226636,4216136514.0,41812179,1.203,0.1216,0,0,0,22.4,37.0,14.2,860.0,47.0,24.0,1.0,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4090.08,17287279370.88,0.1,1728727937.0880003
China,CHN,2013,porcino,18097061,555094,,16045133,0.887,0.0307,0,0,1,22.4,37.0,14.2,860.0,47.0,24.0,1.0,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2519.86,1398759166.8400002,0.1,139875916.68400002
China,CHN,2013,avicola,782738771,736083,,10284192,0.013,0.0009,0,0,1,22.4,37.0,14.2,860.0,47.0,24.0,1.0,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1600.0,1177732800.0,0.1,117773280.0
China,CHN,2013,ovino,12891854,237721,47384704.0,10437967,0.81,0.0184,0,0,1,22.4,37.0,14.2,860.0,47.0,24.0,1.0,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4500.0,1069744500.0,0.1,106974450.0
China,CHN,2013,caprino,16664269,326904,25349647.0,6716863,0.403,0.0196,0,0,0,22.4,37.0,14.2,860.0,47.0,24.0,1.0,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,4200.0,1372996800.0,0.1,137299680.0
China,CHN,2014,bovino,30965675,4116515,2609616329.0,2914595,0.094,0.1329,0,0,0,19.3,26.1,8.1,1424.0,44.0,25.0,4.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,4090.08,16836875671.199999,0.1,1683687567.12
China,CHN,2014,porcino,1029984,827419,,2747028,2.667,0.8033,1,0,1,19.3,26.1,8.1,1424.0,44.0,25.0,4.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,2519.86,2084980041.3400002,0.1,208498004.13400003
China,CHN,2014,avicola,965405605,1607775,,26381212,0.027,0.0017,0,0,1,19.3,26.1,8.1,1424.0,44.0,25.0,4.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,1600.0,2572440000.0,0.1,257244000.0
