pais,cultivo,anio,rendimiento_real_t_ha,rendimiento_predicho_t_ha,error_absoluto_t_ha,error_relativo_pct,error_con_signo_t_ha,calidad_prediccion
Australia,Soja,2014,3.97,3.1047,0.8653,21.8,-0.8653,Aceptable (10–25%)
Australia,Arroz,2014,3.92,5.1237,1.2037,30.71,1.2037,Mejorable (>25%)
Australia,Trigo,2015,2.75,4.0208,1.2708,46.21,1.2708,Mejorable (>25%)
Australia,Caña de azúcar,2015,96.56,100.6595,4.0995,4.25,4.0995,Bueno (≤10%)
Australia,Algodón,2015,1.62,2.1835,0.5635,34.78,0.5635,Mejorable (>25%)
Australia,Maíz,2015,3.44,4.4916,1.0516,30.57,1.0516,Mejorable (>25%)
Australia,Café,2015,1.17,1.4445,0.2745,23.46,0.2745,Aceptable (10–25%)
Australia,Té,2015,1.99,2.1473,0.1573,7.9,0.1573,Bueno (≤10%)
Australia,Soja,2015,2.97,3.2321,0.2621,8.83,0.2621,Bueno (≤10%)
Australia,Arroz,2015,4.24,4.8754,0.6354,14.99,0.6354,Aceptable (10–25%)
Australia,Trigo,2016,7.6,5.5711,2.0289,26.7,-2.0289,Mejorable (>25%)
Australia,Caña de azúcar,2016,82.6,84.5306,1.9306,2.34,1.9306,Bueno (≤10%)
Australia,Algodón,2016,2.19,2.1567,0.0333,1.52,-0.0333,Bueno (≤10%)
Australia,Maíz,2016,6.08,5.733,0.347,5.71,-0.347,Bueno (≤10%)
Australia,Café,2016,1.79,1.4954,0.2946,16.46,-0.2946,Aceptable (10–25%)
Australia,Té,2016,1.31,1.9555,0.6455,49.28,0.6455,Mejorable (>25%)
Australia,Soja,2016,3.21,2.9351,0.2749,8.56,-0.2749,Bueno (≤10%)
Australia,Arroz,2016,6.68,5.7961,0.8839,13.23,-0.8839,Aceptable (10–25%)
Australia,Trigo,2017,6.4,4.8916,1.5084,23.57,-1.5084,Aceptable (10–25%)
Australia,Caña de azúcar,2017,111.25,99.7149,11.5351,10.37,-11.5351,Aceptable (10–25%)
Australia,Algodón,2017,2.56,2.3759,0.1841,7.19,-0.1841,Bueno (≤10%)
Australia,Maíz,2017,7.43,5.8174,1.6126,21.7,-1.6126,Aceptable (10–25%)
Australia,Café,2017,2.01,1.6541,0.3559,17.71,-0.3559,Aceptable (10–25%)
Australia,Té,2017,1.83,2.192,0.362,19.78,0.362,Aceptable (10–25%)
Australia,Soja,2017,2.03,2.8992,0.8692,42.82,0.8692,Mejorable (>25%)
Australia,Arroz,2017,3.53,5.2155,1.6855,47.75,1.6855,Mejorable (>25%)
Australia,Trigo,2018,8.1,6.2597,1.8403,22.72,-1.8403,Aceptable (10–25%)
Australia,Caña de azúcar,2018,65.01,87.2174,22.2074,34.16,22.2074,Mejorable (>25%)
Australia,Algodón,2018,1.57,2.0441,0.4741,30.2,0.4741,Mejorable (>25%)
Australia,Maíz,2018,8.76,5.8114,2.9486,33.66,-2.9486,Mejorable (>25%)
Australia,Café,2018,1.7,1.4526,0.2474,14.55,-0.2474,Aceptable (10–25%)
Australia,Té,2018,1.6,2.0073,0.4073,25.46,0.4073,Mejorable (>25%)
Australia,Soja,2018,2.47,3.0301,0.5601,22.68,0.5601,Aceptable (10–25%)
Australia,Arroz,2018,4.68,5.2369,0.5569,11.9,0.5569,Aceptable (10–25%)
Australia,Trigo,2019,3.45,4.418,0.968,28.06,0.968,Mejorable (>25%)
Australia,Caña de azúcar,2019,129.82,103.1066,26.7134,20.58,-26.7134,Aceptable (10–25%)
Australia,Algodón,2019,3.36,2.7742,0.5858,17.43,-0.5858,Aceptable (10–25%)
Australia,Maíz,2019,3.16,4.7428,1.5828,50.09,1.5828,Mejorable (>25%)
Australia,Café,2019,2.11,1.6289,0.4811,22.8,-0.4811,Aceptable (10–25%)
Australia,Té,2019,2.48,2.2814,0.1986,8.01,-0.1986,Bueno (≤10%)
Australia,Soja,2019,3.15,3.1583,0.0083,0.26,0.0083,Bueno (≤10%)
Australia,Arroz,2019,6.56,5.6742,0.8858,13.5,-0.8858,Aceptable (10–25%)
Australia,Trigo,2020,4.65,4.8279,0.1779,3.83,0.1779,Bueno (≤10%)
Australia,Caña de azúcar,2020,124.19,104.7918,19.3982,15.62,-19.3982,Aceptable (10–25%)
Australia,Algodón,2020,3.16,2.7302,0.4298,13.6,-0.4298,Aceptable (10–25%)
Australia,Maíz,2020,7.04,5.7972,1.2428,17.65,-1.2428,Aceptable (10–25%)
Australia,Café,2020,0.85,1.4136,0.5636,66.3,0.5636,Mejorable (>25%)
Australia,Té,2020,2.47,2.217,0.253,10.24,-0.253,Aceptable (10–25%)
Australia,Soja,2020,4.25,3.3754,0.8746,20.58,-0.8746,Aceptable (10–25%)
Australia,Arroz,2020,6.23,5.5319,0.6981,11.21,-0.6981,Aceptable (10–25%)
México,Algodón,2011,1.79,2.4748,0.6848,38.26,0.6848,Mejorable (>25%)
México,Maíz,2011,4.04,5.7215,1.6815,41.62,1.6815,Mejorable (>25%)
México,Cebada,2011,3.88,3.9888,0.1088,2.8,0.1088,Bueno (≤10%)
México,Caña de azúcar,2011,86.07,85.85,0.22,0.26,-0.22,Bueno (≤10%)
México,Café,2011,1.49,1.4393,0.0507,3.4,-0.0507,Bueno (≤10%)
México,Trigo,2011,4.67,5.1368,0.4668,10.0,0.4668,Bueno (≤10%)
México,Soja,2011,4.12,3.4801,0.6399,15.53,-0.6399,Aceptable (10–25%)
México,Arroz,2011,4.04,4.8676,0.8276,20.49,0.8276,Aceptable (10–25%)
México,Algodón,2012,2.14,2.3077,0.1677,7.84,0.1677,Bueno (≤10%)
México,Maíz,2012,4.14,5.9343,1.7943,43.34,1.7943,Mejorable (>25%)
México,Cebada,2012,4.17,4.1545,0.0155,0.37,-0.0155,Bueno (≤10%)
México,Caña de azúcar,2012,57.2,75.9656,18.7656,32.81,18.7656,Mejorable (>25%)
México,Café,2012,2.0,1.6943,0.3057,15.29,-0.3057,Aceptable (10–25%)
México,Trigo,2012,7.59,5.54,2.05,27.01,-2.05,Mejorable (>25%)
México,Soja,2012,3.25,3.385,0.135,4.15,0.135,Bueno (≤10%)
México,Arroz,2012,4.17,5.2647,1.0947,26.25,1.0947,Mejorable (>25%)
México,Algodón,2013,4.02,2.9027,1.1173,27.79,-1.1173,Mejorable (>25%)
México,Maíz,2013,4.93,5.6827,0.7527,15.27,0.7527,Aceptable (10–25%)
México,Cebada,2013,3.85,3.7346,0.1154,3.0,-0.1154,Bueno (≤10%)
México,Caña de azúcar,2013,77.53,82.4973,4.9673,6.41,4.9673,Bueno (≤10%)
México,Café,2013,1.22,1.3537,0.1337,10.96,0.1337,Aceptable (10–25%)
México,Trigo,2013,5.47,5.3963,0.0737,1.35,-0.0737,Bueno (≤10%)
México,Soja,2013,3.08,3.2215,0.1415,4.59,0.1415,Bueno (≤10%)
México,Arroz,2013,6.7,5.9452,0.7548,11.27,-0.7548,Aceptable (10–25%)
México,Algodón,2014,3.07,2.8237,0.2463,8.02,-0.2463,Bueno (≤10%)
México,Maíz,2014,7.75,6.7876,0.9624,12.42,-0.9624,Aceptable (10–25%)
México,Cebada,2014,3.43,3.7711,0.3411,9.94,0.3411,Bueno (≤10%)
México,Caña de azúcar,2014,109.37,90.6489,18.7211,17.12,-18.7211,Aceptable (10–25%)
México,Café,2014,2.11,1.6174,0.4926,23.35,-0.4926,Aceptable (10–25%)
México,Trigo,2014,6.85,5.8323,1.0177,14.86,-1.0177,Aceptable (10–25%)
México,Soja,2014,2.15,3.2102,1.0602,49.31,1.0602,Mejorable (>25%)
México,Arroz,2014,5.77,5.9338,0.1638,2.84,0.1638,Bueno (≤10%)
México,Algodón,2015,2.73,2.4938,0.2362,8.65,-0.2362,Bueno (≤10%)
México,Maíz,2015,9.22,6.8906,2.3294,25.27,-2.3294,Mejorable (>25%)
México,Cebada,2015,4.0,3.8517,0.1483,3.71,-0.1483,Bueno (≤10%)
México,Caña de azúcar,2015,89.45,86.5446,2.9054,3.25,-2.9054,Bueno (≤10%)
México,Café,2015,1.76,1.6672,0.0928,5.27,-0.0928,Bueno (≤10%)
México,Trigo,2015,4.4,5.0077,0.6077,13.81,0.6077,Aceptable (10–25%)
México,Soja,2015,2.62,3.1355,0.5155,19.67,0.5155,Aceptable (10–25%)
México,Arroz,2015,4.75,5.1969,0.4469,9.41,0.4469,Bueno (≤10%)
México,Algodón,2016,2.75,2.6892,0.0608,2.21,-0.0608,Bueno (≤10%)
México,Maíz,2016,6.22,6.5278,0.3078,4.95,0.3078,Bueno (≤10%)
México,Cebada,2016,4.35,3.84,0.51,11.73,-0.51,Aceptable (10–25%)
México,Caña de azúcar,2016,106.68,92.908,13.772,12.91,-13.772,Aceptable (10–25%)
México,Café,2016,0.79,1.1907,0.4007,50.73,0.4007,Mejorable (>25%)
México,Trigo,2016,5.97,5.6672,0.3028,5.07,-0.3028,Bueno (≤10%)
México,Soja,2016,2.94,3.3836,0.4436,15.09,0.4436,Aceptable (10–25%)
México,Arroz,2016,5.61,5.7048,0.0948,1.69,0.0948,Bueno (≤10%)
México,Algodón,2017,3.33,2.9545,0.3755,11.28,-0.3755,Aceptable (10–25%)
México,Maíz,2017,9.91,6.8981,3.0119,30.39,-3.0119,Mejorable (>25%)
México,Cebada,2017,2.76,3.6468,0.8868,32.13,0.8868,Mejorable (>25%)
México,Caña de azúcar,2017,126.18,96.7341,29.4459,23.34,-29.4459,Aceptable (10–25%)
México,Café,2017,1.78,1.4339,0.3461,19.44,-0.3461,Aceptable (10–25%)
México,Trigo,2017,2.43,4.8017,2.3717,97.6,2.3717,Mejorable (>25%)
México,Soja,2017,3.82,3.5176,0.3024,7.92,-0.3024,Bueno (≤10%)
México,Arroz,2017,6.9,5.8852,1.0148,14.71,-1.0148,Aceptable (10–25%)
México,Algodón,2018,1.95,2.5709,0.6209,31.84,0.6209,Mejorable (>25%)
México,Maíz,2018,3.28,6.2622,2.9822,90.92,2.9822,Mejorable (>25%)
México,Cebada,2018,3.58,4.1688,0.5888,16.45,0.5888,Aceptable (10–25%)
México,Caña de azúcar,2018,70.88,77.158,6.278,8.86,6.278,Bueno (≤10%)
México,Café,2018,1.01,1.3103,0.3003,29.74,0.3003,Mejorable (>25%)
México,Trigo,2018,7.08,5.4052,1.6748,23.66,-1.6748,Aceptable (10–25%)
México,Soja,2018,3.07,3.5146,0.4446,14.48,0.4446,Aceptable (10–25%)
México,Arroz,2018,5.88,5.2751,0.6049,10.29,-0.6049,Aceptable (10–25%)
México,Algodón,2019,3.77,3.0453,0.7247,19.22,-0.7247,Aceptable (10–25%)
México,Maíz,2019,7.28,6.4998,0.7802,10.72,-0.7802,Aceptable (10–25%)
México,Cebada,2019,5.18,4.5729,0.6071,11.72,-0.6071,Aceptable (10–25%)
México,Caña de azúcar,2019,76.58,82.0593,5.4793,7.16,5.4793,Bueno (≤10%)
México,Café,2019,1.35,1.4279,0.0779,5.77,0.0779,Bueno (≤10%)
México,Trigo,2019,4.55,5.1531,0.6031,13.25,0.6031,Aceptable (10–25%)
México,Soja,2019,4.76,3.7612,0.9988,20.98,-0.9988,Aceptable (10–25%)
México,Arroz,2019,6.02,5.4593,0.5607,9.31,-0.5607,Bueno (≤10%)
México,Algodón,2020,2.49,2.6581,0.1681,6.75,0.1681,Bueno (≤10%)
México,Maíz,2020,10.62,7.0796,3.5404,33.34,-3.5404,Mejorable (>25%)
México,Cebada,2020,5.11,4.3608,0.7492,14.66,-0.7492,Aceptable (10–25%)
México,Caña de azúcar,2020,73.9,80.1856,6.2856,8.51,6.2856,Bueno (≤10%)
México,Café,2020,1.33,1.4335,0.1035,7.78,0.1035,Bueno (≤10%)
México,Trigo,2020,6.07,5.3915,0.6785,11.18,-0.6785,Aceptable (10–25%)
México,Soja,2020,4.36,3.7035,0.6565,15.06,-0.6565,Aceptable (10–25%)
México,Arroz,2020,5.85,5.6335,0.2165,3.7,-0.2165,Bueno (≤10%)
Kenia,Caña de azúcar,2011,73.18,74.1941,1.0141,1.39,1.0141,Bueno (≤10%)
Kenia,Trigo,2011,6.87,5.7796,1.0904,15.87,-1.0904,Aceptable (10–25%)
Kenia,Cebada,2011,4.62,4.0126,0.6074,13.15,-0.6074,Aceptable (10–25%)
Kenia,Arroz,2011,7.44,6.4163,1.0237,13.76,-1.0237,Aceptable (10–25%)
Kenia,Maíz,2011,4.93,5.6901,0.7601,15.42,0.7601,Aceptable (10–25%)
Kenia,Té,2011,1.54,1.8927,0.3527,22.9,0.3527,Aceptable (10–25%)
Kenia,Girasol,2011,2.54,2.5207,0.0193,0.76,-0.0193,Bueno (≤10%)
Kenia,Café,2011,1.37,1.2376,0.1324,9.67,-0.1324,Bueno (≤10%)
Kenia,Caña de azúcar,2012,90.22,80.0661,10.1539,11.25,-10.1539,Aceptable (10–25%)
Kenia,Trigo,2012,5.51,5.4441,0.0659,1.2,-0.0659,Bueno (≤10%)
Kenia,Cebada,2012,5.26,4.4425,0.8175,15.54,-0.8175,Aceptable (10–25%)
Kenia,Arroz,2012,6.2,5.7633,0.4367,7.04,-0.4367,Bueno (≤10%)
Kenia,Maíz,2012,5.0,5.3525,0.3525,7.05,0.3525,Bueno (≤10%)
Kenia,Té,2012,1.65,1.7774,0.1274,7.72,0.1274,Bueno (≤10%)
Kenia,Girasol,2012,1.66,2.4135,0.7535,45.39,0.7535,Mejorable (>25%)
Kenia,Café,2012,1.47,1.399,0.071,4.83,-0.071,Bueno (≤10%)
Kenia,Caña de azúcar,2013,92.28,85.5241,6.7559,7.32,-6.7559,Bueno (≤10%)
Kenia,Trigo,2013,6.73,5.8277,0.9023,13.41,-0.9023,Aceptable (10–25%)
Kenia,Cebada,2013,3.3,3.8802,0.5802,17.58,0.5802,Aceptable (10–25%)
Kenia,Arroz,2013,6.35,6.3172,0.0328,0.52,-0.0328,Bueno (≤10%)
Kenia,Maíz,2013,9.38,5.9414,3.4386,36.66,-3.4386,Mejorable (>25%)
Kenia,Té,2013,2.33,2.1512,0.1788,7.67,-0.1788,Bueno (≤10%)
Kenia,Girasol,2013,2.9,2.7306,0.1694,5.84,-0.1694,Bueno (≤10%)
Kenia,Café,2013,1.3,1.4184,0.1184,9.11,0.1184,Bueno (≤10%)
Kenia,Caña de azúcar,2014,75.18,82.6279,7.4479,9.91,7.4479,Bueno (≤10%)
Kenia,Trigo,2014,5.6,5.9838,0.3838,6.85,0.3838,Bueno (≤10%)
Kenia,Cebada,2014,4.05,4.3258,0.2758,6.81,0.2758,Bueno (≤10%)
Kenia,Arroz,2014,7.44,6.1819,1.2581,16.91,-1.2581,Aceptable (10–25%)
Kenia,Maíz,2014,3.56,5.3872,1.8272,51.33,1.8272,Mejorable (>25%)
Kenia,Té,2014,1.72,1.933,0.213,12.38,0.213,Aceptable (10–25%)
Kenia,Girasol,2014,3.62,2.7564,0.8636,23.86,-0.8636,Aceptable (10–25%)
Kenia,Café,2014,1.75,1.3432,0.4068,23.24,-0.4068,Aceptable (10–25%)
Kenia,Caña de azúcar,2015,72.14,83.1328,10.9928,15.24,10.9928,Aceptable (10–25%)
Kenia,Trigo,2015,3.68,4.6823,1.0023,27.24,1.0023,Mejorable (>25%)
Kenia,Cebada,2015,5.2,4.0866,1.1134,21.41,-1.1134,Aceptable (10–25%)
Kenia,Arroz,2015,4.3,5.2199,0.9199,21.39,0.9199,Aceptable (10–25%)
Kenia,Maíz,2015,2.87,5.1245,2.2545,78.56,2.2545,Mejorable (>25%)
Kenia,Té,2015,2.84,2.1294,0.7106,25.02,-0.7106,Mejorable (>25%)
Kenia,Girasol,2015,3.21,2.6581,0.5519,17.19,-0.5519,Aceptable (10–25%)
Kenia,Café,2015,2.16,1.6103,0.5497,25.45,-0.5497,Mejorable (>25%)
Kenia,Caña de azúcar,2016,101.68,91.142,10.538,10.36,-10.538,Aceptable (10–25%)
Kenia,Trigo,2016,4.42,4.843,0.423,9.57,0.423,Bueno (≤10%)
Kenia,Cebada,2016,3.89,3.9395,0.0495,1.27,0.0495,Bueno (≤10%)
Kenia,Arroz,2016,4.5,5.0398,0.5398,11.99,0.5398,Aceptable (10–25%)
Kenia,Maíz,2016,7.52,6.332,1.188,15.8,-1.188,Aceptable (10–25%)
Kenia,Té,2016,1.68,2.039,0.359,21.37,0.359,Aceptable (10–25%)
Kenia,Girasol,2016,2.09,2.5377,0.4477,21.42,0.4477,Aceptable (10–25%)
Kenia,Café,2016,2.03,1.4783,0.5517,27.18,-0.5517,Mejorable (>25%)
Kenia,Caña de azúcar,2017,94.7,83.4864,11.2136,11.84,-11.2136,Aceptable (10–25%)
Kenia,Trigo,2017,5.06,5.3215,0.2615,5.17,0.2615,Bueno (≤10%)
Kenia,Cebada,2017,5.18,4.5352,0.6448,12.45,-0.6448,Aceptable (10–25%)
Kenia,Arroz,2017,6.2,5.5349,0.6651,10.73,-0.6651,Aceptable (10–25%)
Kenia,Maíz,2017,7.56,5.8242,1.7358,22.96,-1.7358,Aceptable (10–25%)
Kenia,Té,2017,2.05,1.9718,0.0782,3.81,-0.0782,Bueno (≤10%)
Kenia,Girasol,2017,3.46,2.815,0.645,18.64,-0.645,Aceptable (10–25%)
Kenia,Café,2017,0.94,1.1317,0.1917,20.39,0.1917,Aceptable (10–25%)
Kenia,Caña de azúcar,2018,103.71,84.0626,19.6474,18.94,-19.6474,Aceptable (10–25%)
Kenia,Trigo,2018,7.5,6.042,1.458,19.44,-1.458,Aceptable (10–25%)
Kenia,Cebada,2018,3.31,4.0952,0.7852,23.72,0.7852,Aceptable (10–25%)
Kenia,Arroz,2018,3.59,5.1945,1.6045,44.69,1.6045,Mejorable (>25%)
Kenia,Maíz,2018,4.08,5.5817,1.5017,36.81,1.5017,Mejorable (>25%)
Kenia,Té,2018,1.0,1.7114,0.7114,71.14,0.7114,Mejorable (>25%)
Kenia,Girasol,2018,1.52,2.3258,0.8058,53.01,0.8058,Mejorable (>25%)
Kenia,Café,2018,0.58,1.2168,0.6368,109.79,0.6368,Mejorable (>25%)
Kenia,Caña de azúcar,2019,75.82,75.1464,0.6736,0.89,-0.6736,Bueno (≤10%)
Kenia,Trigo,2019,2.1,4.2703,2.1703,103.35,2.1703,Mejorable (>25%)
Kenia,Cebada,2019,2.69,3.6191,0.9291,34.54,0.9291,Mejorable (>25%)
Kenia,Arroz,2019,4.85,4.9377,0.0877,1.81,0.0877,Bueno (≤10%)
Kenia,Maíz,2019,6.95,6.388,0.562,8.09,-0.562,Bueno (≤10%)
Kenia,Té,2019,3.2,2.1146,1.0854,33.92,-1.0854,Mejorable (>25%)
Kenia,Girasol,2019,1.58,2.4081,0.8281,52.41,0.8281,Mejorable (>25%)
Kenia,Café,2019,2.1,1.5053,0.5947,28.32,-0.5947,Mejorable (>25%)
Kenia,Caña de azúcar,2020,58.47,74.2407,15.7707,26.97,15.7707,Mejorable (>25%)
Kenia,Trigo,2020,7.58,5.4527,2.1273,28.06,-2.1273,Mejorable (>25%)
Kenia,Cebada,2020,3.02,3.5453,0.5253,17.39,0.5253,Aceptable (10–25%)
Kenia,Arroz,2020,6.83,6.1125,0.7175,10.51,-0.7175,Aceptable (10–25%)
Kenia,Maíz,2020,7.47,6.2619,1.2081,16.17,-1.2081,Aceptable (10–25%)
Kenia,Té,2020,2.67,2.0757,0.5943,22.26,-0.5943,Aceptable (10–25%)
Kenia,Girasol,2020,3.64,2.9048,0.7352,20.2,-0.7352,Aceptable (10–25%)
Kenia,Café,2020,1.15,1.176,0.026,2.26,0.026,Bueno (≤10%)
Nueva Zelanda,Girasol,2011,3.11,2.5865,0.5235,16.83,-0.5235,Aceptable (10–25%)
Nueva Zelanda,Caña de azúcar,2011,70.36,81.7248,11.3648,16.15,11.3648,Aceptable (10–25%)
Nueva Zelanda,Café,2011,0.62,1.2158,0.5958,96.1,0.5958,Mejorable (>25%)
Nueva Zelanda,Cebada,2011,5.56,4.2793,1.2807,23.03,-1.2807,Aceptable (10–25%)
Nueva Zelanda,Algodón,2011,3.36,2.5314,0.8286,24.66,-0.8286,Aceptable (10–25%)
Nueva Zelanda,Maíz,2011,8.51,6.1749,2.3351,27.44,-2.3351,Mejorable (>25%)
Nueva Zelanda,Arroz,2011,4.06,4.7651,0.7051,17.37,0.7051,Aceptable (10–25%)
Nueva Zelanda,Trigo,2011,4.54,3.8451,0.6949,15.31,-0.6949,Aceptable (10–25%)
Nueva Zelanda,Girasol,2012,1.77,2.3764,0.6064,34.26,0.6064,Mejorable (>25%)
Nueva Zelanda,Caña de azúcar,2012,72.11,81.4849,9.3749,13.0,9.3749,Aceptable (10–25%)
Nueva Zelanda,Café,2012,1.14,1.4561,0.3161,27.73,0.3161,Mejorable (>25%)
Nueva Zelanda,Cebada,2012,3.11,3.6911,0.5811,18.69,0.5811,Aceptable (10–25%)
Nueva Zelanda,Algodón,2012,4.71,2.6263,2.0837,44.24,-2.0837,Mejorable (>25%)
Nueva Zelanda,Maíz,2012,4.51,5.9026,1.3926,30.88,1.3926,Mejorable (>25%)
Nueva Zelanda,Arroz,2012,5.82,4.8459,0.9741,16.74,-0.9741,Aceptable (10–25%)
Nueva Zelanda,Trigo,2012,6.2,4.3833,1.8167,29.3,-1.8167,Mejorable (>25%)
Nueva Zelanda,Girasol,2013,3.3,2.4758,0.8242,24.98,-0.8242,Aceptable (10–25%)
Nueva Zelanda,Caña de azúcar,2013,89.12,84.6765,4.4435,4.99,-4.4435,Bueno (≤10%)
Nueva Zelanda,Café,2013,2.47,1.5431,0.9269,37.52,-0.9269,Mejorable (>25%)
Nueva Zelanda,Cebada,2013,4.5,4.0775,0.4225,9.39,-0.4225,Bueno (≤10%)
Nueva Zelanda,Algodón,2013,1.51,1.9685,0.4585,30.36,0.4585,Mejorable (>25%)
Nueva Zelanda,Maíz,2013,3.92,5.8588,1.9388,49.46,1.9388,Mejorable (>25%)
Nueva Zelanda,Arroz,2013,4.88,5.1511,0.2711,5.56,0.2711,Bueno (≤10%)
Nueva Zelanda,Trigo,2013,3.87,4.3337,0.4637,11.98,0.4637,Aceptable (10–25%)
Nueva Zelanda,Girasol,2014,1.75,2.4687,0.7187,41.07,0.7187,Mejorable (>25%)
Nueva Zelanda,Caña de azúcar,2014,70.25,76.5507,6.3007,8.97,6.3007,Bueno (≤10%)
Nueva Zelanda,Café,2014,1.25,1.2471,0.0029,0.23,-0.0029,Bueno (≤10%)
Nueva Zelanda,Cebada,2014,4.1,3.6686,0.4314,10.52,-0.4314,Aceptable (10–25%)
Nueva Zelanda,Algodón,2014,1.14,1.8437,0.7037,61.73,0.7037,Mejorable (>25%)
Nueva Zelanda,Maíz,2014,6.61,6.1325,0.4775,7.22,-0.4775,Bueno (≤10%)
Nueva Zelanda,Arroz,2014,6.16,5.497,0.663,10.76,-0.663,Aceptable (10–25%)
Nueva Zelanda,Trigo,2014,2.01,3.5499,1.5399,76.61,1.5399,Mejorable (>25%)
Nueva Zelanda,Girasol,2015,2.13,2.3756,0.2456,11.53,0.2456,Aceptable (10–25%)
Nueva Zelanda,Caña de azúcar,2015,87.78,80.3586,7.4214,8.45,-7.4214,Bueno (≤10%)
Nueva Zelanda,Café,2015,0.87,1.4826,0.6126,70.42,0.6126,Mejorable (>25%)
Nueva Zelanda,Cebada,2015,5.27,3.9419,1.3281,25.2,-1.3281,Mejorable (>25%)
Nueva Zelanda,Algodón,2015,2.22,2.3512,0.1312,5.91,0.1312,Bueno (≤10%)
Nueva Zelanda,Maíz,2015,3.53,5.9682,2.4382,69.07,2.4382,Mejorable (>25%)
Nueva Zelanda,Arroz,2015,7.17,4.9911,2.1789,30.39,-2.1789,Mejorable (>25%)
Nueva Zelanda,Trigo,2015,2.01,3.2895,1.2795,63.66,1.2795,Mejorable (>25%)
Nueva Zelanda,Girasol,2016,2.28,2.5306,0.2506,10.99,0.2506,Aceptable (10–25%)
Nueva Zelanda,Caña de azúcar,2016,65.93,73.5845,7.6545,11.61,7.6545,Aceptable (10–25%)
Nueva Zelanda,Café,2016,1.86,1.3526,0.5074,27.28,-0.5074,Mejorable (>25%)
Nueva Zelanda,Cebada,2016,3.9,4.0045,0.1045,2.68,0.1045,Bueno (≤10%)
Nueva Zelanda,Algodón,2016,2.2,2.0,0.2,9.09,-0.2,Bueno (≤10%)
Nueva Zelanda,Maíz,2016,4.89,5.3924,0.5024,10.27,0.5024,Aceptable (10–25%)
Nueva Zelanda,Arroz,2016,4.17,5.234,1.064,25.52,1.064,Mejorable (>25%)
Nueva Zelanda,Trigo,2016,5.82,4.4205,1.3995,24.05,-1.3995,Aceptable (10–25%)
Nueva Zelanda,Girasol,2017,4.23,2.8402,1.3898,32.86,-1.3898,Mejorable (>25%)
Nueva Zelanda,Caña de azúcar,2017,101.52,84.7342,16.7858,16.53,-16.7858,Aceptable (10–25%)
Nueva Zelanda,Café,2017,2.27,1.5994,0.6706,29.54,-0.6706,Mejorable (>25%)
Nueva Zelanda,Cebada,2017,3.63,3.8581,0.2281,6.28,0.2281,Bueno (≤10%)
Nueva Zelanda,Algodón,2017,1.71,2.3962,0.6862,40.13,0.6862,Mejorable (>25%)
Nueva Zelanda,Maíz,2017,9.85,6.8254,3.0246,30.71,-3.0246,Mejorable (>25%)
Nueva Zelanda,Arroz,2017,6.02,5.198,0.822,13.66,-0.822,Aceptable (10–25%)
Nueva Zelanda,Trigo,2017,3.71,3.7749,0.0649,1.75,0.0649,Bueno (≤10%)
Nueva Zelanda,Girasol,2018,2.72,2.5409,0.1791,6.59,-0.1791,Bueno (≤10%)
Nueva Zelanda,Caña de azúcar,2018,100.55,82.4474,18.1026,18.0,-18.1026,Aceptable (10–25%)
Nueva Zelanda,Café,2018,1.44,1.5437,0.1037,7.2,0.1037,Bueno (≤10%)
Nueva Zelanda,Cebada,2018,2.33,3.3541,1.0241,43.95,1.0241,Mejorable (>25%)
Nueva Zelanda,Algodón,2018,1.37,2.0061,0.6361,46.43,0.6361,Mejorable (>25%)
Nueva Zelanda,Maíz,2018,8.46,6.7948,1.6652,19.68,-1.6652,Aceptable (10–25%)
Nueva Zelanda,Arroz,2018,5.62,4.9035,0.7165,12.75,-0.7165,Aceptable (10–25%)
Nueva Zelanda,Trigo,2018,2.36,3.2627,0.9027,38.25,0.9027,Mejorable (>25%)
Nueva Zelanda,Girasol,2019,3.17,2.8179,0.3521,11.11,-0.3521,Aceptable (10–25%)
Nueva Zelanda,Caña de azúcar,2019,66.35,80.7128,14.3628,21.65,14.3628,Aceptable (10–25%)
Nueva Zelanda,Café,2019,1.49,1.5632,0.0732,4.91,0.0732,Bueno (≤10%)
Nueva Zelanda,Cebada,2019,2.88,3.8029,0.9229,32.05,0.9229,Mejorable (>25%)
Nueva Zelanda,Algodón,2019,3.62,2.5337,1.0863,30.01,-1.0863,Mejorable (>25%)
Nueva Zelanda,Maíz,2019,7.78,6.4737,1.3063,16.79,-1.3063,Aceptable (10–25%)
Nueva Zelanda,Arroz,2019,4.9,5.1752,0.2752,5.62,0.2752,Bueno (≤10%)
Nueva Zelanda,Trigo,2019,2.64,3.5561,0.9161,34.7,0.9161,Mejorable (>25%)
Nueva Zelanda,Girasol,2020,2.35,2.6356,0.2856,12.15,0.2856,Aceptable (10–25%)
Nueva Zelanda,Caña de azúcar,2020,77.25,74.6532,2.5968,3.36,-2.5968,Bueno (≤10%)
Nueva Zelanda,Café,2020,1.63,1.5234,0.1066,6.54,-0.1066,Bueno (≤10%)
Nueva Zelanda,Cebada,2020,4.04,3.978,0.062,1.53,-0.062,Bueno (≤10%)
Nueva Zelanda,Algodón,2020,2.4,2.2257,0.1743,7.26,-0.1743,Bueno (≤10%)
Nueva Zelanda,Maíz,2020,5.65,6.4804,0.8304,14.7,0.8304,Aceptable (10–25%)
Nueva Zelanda,Arroz,2020,4.56,4.8434,0.2834,6.21,0.2834,Bueno (≤10%)
