pais,codigo_iso,anio,tipo_ganado,cabezas_ganado,produccion_carne_ton,emisiones_ch4_ton_co2eq,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,anomalia_predicha_if,anomaly_score_if,anomalia_predicha_svm,anomaly_score_svm,consensus_anomalia,estado_emision,resultado_validacion
Australia,AUS,2013,avicola,661157605,2176658,23405444,0.035,0.0033,0,0,0.44877334898401405,0,-5.9510163319417035,0,Normal,Verdadero Negativo
Australia,AUS,2013,ovino,1319472,198816,7558334,5.728,0.1507,1,0,0.49927734267905266,0,-5.372144478020071,0,Normal,Falso Negativo
Australia,AUS,2013,caprino,3154478,538654,9314143,2.953,0.1708,1,0,0.4384388729064217,0,-7.3912951829458,0,Normal,Falso Negativo
Australia,AUS,2014,bovino,20371516,425594,36508894,1.792,0.0209,0,0,0.4687799527788614,0,-6.356421350905647,0,Normal,Verdadero Negativo
Australia,AUS,2014,porcino,12313548,1919392,8554951,0.695,0.1559,0,0,0.4426420040696802,0,-5.964573741794664,0,Normal,Verdadero Negativo
Australia,AUS,2014,avicola,847759038,1798570,8020234,0.009,0.0021,0,0,0.4754386830647638,0,-5.566026619494816,0,Normal,Verdadero Negativo
Australia,AUS,2014,ovino,2043665,20159,3633421,1.778,0.0099,0,1,0.5184701016764345,0,-4.763546601867848,0,Anomalía detectada,Falso Positivo
Australia,AUS,2014,caprino,13761901,390381,434583,0.032,0.0284,0,0,0.46582359251367816,0,-4.913664517303526,0,Normal,Verdadero Negativo
Australia,AUS,2015,bovino,4251998,3116345,45052217,10.596,0.7329,1,1,0.6121715629012162,1,-3.6527451639453448,1,Anomalía detectada,Verdadero Positivo
Australia,AUS,2015,porcino,13960332,2265123,2647936,0.19,0.1623,0,0,0.4724058471603582,0,-5.514902579318534,0,Normal,Verdadero Negativo
Australia,AUS,2015,avicola,162026322,2514203,27481019,0.17,0.0155,0,0,0.4872023653200846,0,-5.501257558579667,0,Normal,Verdadero Negativo
Australia,AUS,2015,ovino,13056105,199650,6172426,0.473,0.0153,0,0,0.434246235123505,0,-6.57955441393606,0,Normal,Verdadero Negativo
Australia,AUS,2015,caprino,2214059,144233,1825116,0.824,0.0651,0,0,0.4781662273673762,0,-5.843175453726457,0,Normal,Verdadero Negativo
Australia,AUS,2016,bovino,20685608,4476672,2546927,0.123,0.2164,0,0,0.44026443034445695,0,-6.8630023131394635,0,Normal,Verdadero Negativo
Australia,AUS,2016,porcino,8064669,307291,1620311,0.201,0.0381,0,0,0.4129950356190552,0,-7.041743189857711,0,Normal,Verdadero Negativo
Australia,AUS,2016,avicola,425919197,432088,9461056,0.022,0.001,0,0,0.4194541079686332,0,-7.3140294066020175,0,Normal,Verdadero Negativo
Australia,AUS,2016,ovino,15778136,429626,5621073,0.356,0.0272,0,0,0.37990340747162377,0,-8.338396933472904,0,Normal,Verdadero Negativo
Australia,AUS,2016,caprino,5136497,376593,9486829,1.847,0.0733,0,0,0.4091023913110765,0,-8.382229956371125,0,Normal,Verdadero Negativo
Australia,AUS,2017,bovino,43329090,667562,36041186,0.832,0.0154,0,0,0.41377680713431875,0,-7.804086458942322,0,Normal,Verdadero Negativo
Australia,AUS,2017,porcino,15337384,1258640,9761565,0.636,0.0821,0,0,0.397430537906451,0,-7.770113024951177,0,Normal,Verdadero Negativo
Australia,AUS,2017,avicola,396342807,1742152,19568803,0.049,0.0044,0,0,0.43162139372282743,0,-7.281400189531414,0,Normal,Verdadero Negativo
Australia,AUS,2017,ovino,8379014,285817,4663537,0.557,0.0341,0,0,0.387874684193614,0,-8.703967484274262,0,Normal,Verdadero Negativo
Australia,AUS,2017,caprino,18767821,277081,1036343,0.055,0.0148,0,0,0.4163442940641736,0,-7.961706849317567,0,Normal,Verdadero Negativo
Australia,AUS,2018,bovino,40271907,5819508,20664599,0.513,0.1445,0,0,0.46829896012859445,0,-5.668498565782324,0,Normal,Verdadero Negativo
Australia,AUS,2018,porcino,23123018,1371995,7221766,0.312,0.0593,0,0,0.4373242258633081,0,-5.97937451930182,0,Normal,Verdadero Negativo
Australia,AUS,2018,avicola,289619891,455392,17194491,0.059,0.0016,0,0,0.4588847178537214,0,-6.1984157991094575,0,Normal,Verdadero Negativo
Australia,AUS,2018,ovino,5887324,29114,9156928,1.555,0.0049,0,0,0.48382184010075374,0,-5.4695239119491275,0,Normal,Verdadero Negativo
Australia,AUS,2018,caprino,20672731,87819,11462853,0.554,0.0042,0,0,0.4382455842456996,0,-6.651886968759175,0,Normal,Verdadero Negativo
Australia,AUS,2019,bovino,26750881,3328945,29575509,1.106,0.1244,0,0,0.4280395178625703,0,-6.626953167345769,0,Normal,Verdadero Negativo
Australia,AUS,2019,porcino,4739540,498072,7364693,1.554,0.1051,0,0,0.4214077290978519,0,-7.116360504373512,0,Normal,Verdadero Negativo
Australia,AUS,2019,avicola,590190361,1626459,2331420,0.004,0.0028,0,0,0.4519774543518468,0,-5.856276516199137,0,Normal,Verdadero Negativo
Australia,AUS,2019,ovino,12318677,226076,3675137,0.298,0.0184,0,0,0.3958115538606117,0,-7.79096978832914,0,Normal,Verdadero Negativo
Australia,AUS,2019,caprino,5378567,302617,7788701,1.448,0.0563,0,0,0.408776037502469,0,-7.889659272899222,0,Normal,Verdadero Negativo
Australia,AUS,2020,bovino,30803432,448343,26701879,0.867,0.0146,0,0,0.43813622405386843,0,-7.279349911832864,0,Normal,Verdadero Negativo
Australia,AUS,2020,porcino,10518736,290792,8424856,0.801,0.0276,0,0,0.42912519873842603,0,-6.861872672410532,0,Normal,Verdadero Negativo
Australia,AUS,2020,avicola,940816632,1422173,21601921,0.023,0.0015,0,0,0.4633489943363077,0,-6.105288014141321,0,Normal,Verdadero Negativo
Australia,AUS,2020,ovino,2112175,460017,10077377,4.771,0.2178,1,0,0.4892819278688703,0,-6.4930810162162,0,Normal,Falso Negativo
Australia,AUS,2020,caprino,10673286,501074,8671797,0.812,0.0469,0,0,0.41697876907655945,0,-8.075221168040049,0,Normal,Verdadero Negativo
México,MEX,2011,bovino,49892382,4878514,26926028,0.54,0.0978,0,0,0.42879938011005425,0,-5.45003816825769,0,Normal,Verdadero Negativo
México,MEX,2011,porcino,8490586,652884,754470,0.089,0.0769,0,0,0.4510965059905913,0,-5.297622468350971,0,Normal,Verdadero Negativo
México,MEX,2011,avicola,770570208,709158,4063323,0.005,0.0009,0,0,0.44721852676481455,0,-5.42539769017633,0,Normal,Verdadero Negativo
México,MEX,2011,ovino,18402703,161317,9754966,0.53,0.0088,0,0,0.40650155870722593,0,-6.433489898776779,0,Normal,Verdadero Negativo
México,MEX,2011,caprino,9574694,201399,4452526,0.465,0.021,0,0,0.3969096495352325,0,-6.84978722796577,0,Normal,Verdadero Negativo
México,MEX,2012,bovino,44025923,161674,41229999,0.936,0.0037,0,0,0.4714803358759388,0,-5.19887574928765,0,Normal,Verdadero Negativo
México,MEX,2012,porcino,9609518,871067,8144003,0.847,0.0906,0,0,0.44210847044810747,0,-5.406204197170799,0,Normal,Verdadero Negativo
México,MEX,2012,avicola,457010701,114509,16076375,0.035,0.0003,0,0,0.489083681205132,0,-4.89783726159873,0,Normal,Verdadero Negativo
México,MEX,2012,ovino,11972191,254332,9348868,0.781,0.0212,0,0,0.4286460236471864,0,-5.85960925479697,0,Normal,Verdadero Negativo
México,MEX,2012,caprino,2191994,335860,5152170,2.35,0.1532,0,0,0.47284959986072145,0,-5.732881639645147,0,Normal,Verdadero Negativo
México,MEX,2013,bovino,37167970,2624985,29882788,0.804,0.0706,0,0,0.460575428160534,0,-5.230297841682762,0,Normal,Verdadero Negativo
México,MEX,2013,porcino,9444418,1149470,8513757,0.901,0.1217,0,0,0.4587674529580766,0,-5.344035595511572,0,Normal,Verdadero Negativo
México,MEX,2013,avicola,764628133,525615,6688551,0.009,0.0007,0,0,0.4804676726539013,0,-4.945407162337795,0,Normal,Verdadero Negativo
México,MEX,2013,ovino,1677364,124300,730171,0.435,0.0741,0,1,0.5260114912747279,1,-4.671575007285851,1,Anomalía detectada,Falso Positivo
México,MEX,2013,caprino,17166158,459221,9894362,0.576,0.0268,0,0,0.44249200427782204,0,-6.2709114239111265,0,Normal,Verdadero Negativo
México,MEX,2014,bovino,44470212,2287962,54249914,1.22,0.0514,0,0,0.436415847199236,0,-6.404174637320215,0,Normal,Verdadero Negativo
México,MEX,2014,porcino,11543100,2211073,11725684,1.016,0.1915,0,0,0.4133266733704116,0,-6.939543713598419,0,Normal,Verdadero Negativo
México,MEX,2014,avicola,238571653,785894,4396929,0.018,0.0033,0,0,0.42597011851694555,0,-7.23810926308305,0,Normal,Verdadero Negativo
México,MEX,2014,ovino,14739026,63466,1380400,0.094,0.0043,0,0,0.4273675745819563,0,-6.973173535582503,0,Normal,Verdadero Negativo
México,MEX,2014,caprino,10337339,286196,6663478,0.645,0.0277,0,0,0.3828569863672138,0,-8.319635878403753,0,Normal,Verdadero Negativo
México,MEX,2015,bovino,33103923,2709851,25608659,0.774,0.0819,0,0,0.42349223607459396,0,-5.694495459675574,0,Normal,Verdadero Negativo
México,MEX,2015,porcino,15525313,1856039,9060993,0.584,0.1195,0,0,0.41498511847977143,0,-5.715729831801355,0,Normal,Verdadero Negativo
México,MEX,2015,avicola,453097215,1221181,12207481,0.027,0.0027,0,0,0.43541741435013254,0,-5.533335215897937,0,Normal,Verdadero Negativo
México,MEX,2015,ovino,6769714,247007,6209637,0.917,0.0365,0,0,0.4077972289679989,0,-6.4407105032816085,0,Normal,Verdadero Negativo
México,MEX,2015,caprino,23799887,22003,4365527,0.183,0.0009,0,0,0.441691830638042,0,-5.262395359483939,0,Normal,Verdadero Negativo
México,MEX,2016,bovino,36681485,4484404,16032611,0.437,0.1223,0,0,0.48064362859994797,0,-4.763900326099237,0,Normal,Verdadero Negativo
México,MEX,2016,porcino,1505186,2697022,11978928,7.958,1.0,1,1,0.6174079969423049,1,-3.531203134983736,1,Anomalía detectada,Verdadero Positivo
México,MEX,2016,avicola,1079124244,1923692,4780847,0.004,0.0018,0,1,0.5044156450064211,1,-4.265625344602217,1,Anomalía detectada,Falso Positivo
México,MEX,2016,ovino,8751992,347778,11234636,1.284,0.0397,0,0,0.45448383239978535,0,-5.158541997680183,0,Normal,Verdadero Negativo
México,MEX,2016,caprino,17745141,362472,2689933,0.152,0.0204,0,0,0.4496687302873317,0,-5.5772044582475395,0,Normal,Verdadero Negativo
México,MEX,2017,bovino,40896815,540659,50802754,1.242,0.0132,0,0,0.4416279892941925,0,-6.494135753119007,0,Normal,Verdadero Negativo
México,MEX,2017,porcino,14631075,1367019,4797427,0.328,0.0934,0,0,0.40661545381054176,0,-6.998166971284468,0,Normal,Verdadero Negativo
México,MEX,2017,avicola,631807603,729784,9383470,0.015,0.0012,0,0,0.4283826946934668,0,-6.73395324362817,0,Normal,Verdadero Negativo
México,MEX,2017,ovino,15242549,157547,6726356,0.441,0.0103,0,0,0.4030902390061474,0,-7.518260567916801,0,Normal,Verdadero Negativo
México,MEX,2017,caprino,4867136,457052,9387469,1.929,0.0939,0,0,0.42315863599390974,0,-7.832538518737531,0,Normal,Verdadero Negativo
México,MEX,2018,bovino,32216048,3486832,43631341,1.354,0.1082,0,0,0.4570591614043907,0,-4.861672238812189,0,Normal,Verdadero Negativo
México,MEX,2018,porcino,15106652,3390061,10291894,0.681,0.2244,0,0,0.44502726983312807,0,-5.0066624189353535,0,Normal,Verdadero Negativo
México,MEX,2018,avicola,468145614,1694943,14589007,0.031,0.0036,0,0,0.45347203932292024,0,-5.157477730035327,0,Normal,Verdadero Negativo
México,MEX,2018,ovino,5573343,642456,5515348,0.99,0.1153,0,0,0.4248891661785188,0,-6.031277336087002,0,Normal,Verdadero Negativo
México,MEX,2018,caprino,16387548,427882,2886106,0.176,0.0261,0,0,0.4187484025203499,0,-5.94846973212867,0,Normal,Verdadero Negativo
México,MEX,2019,bovino,21874167,3148741,6987809,0.319,0.1439,0,0,0.4308366758119053,0,-6.396109432177624,0,Normal,Verdadero Negativo
México,MEX,2019,porcino,19875726,823048,11579502,0.583,0.0414,0,0,0.42085612720879706,0,-5.943050073621753,0,Normal,Verdadero Negativo
México,MEX,2019,avicola,1383812294,2512713,11169454,0.008,0.0018,0,0,0.4637872661828889,0,-5.057824781223147,0,Normal,Verdadero Negativo
México,MEX,2019,ovino,16614677,14273,2311333,0.139,0.0009,0,0,0.47195092029915714,1,-4.763492192705618,0,Normal,Verdadero Negativo
México,MEX,2019,caprino,24773930,501847,10599361,0.428,0.0203,0,0,0.40553487367729635,0,-7.106038814465541,0,Normal,Verdadero Negativo
México,MEX,2020,bovino,12535203,443969,3444995,0.275,0.0354,0,0,0.4481120917583529,0,-5.455031773655613,0,Normal,Verdadero Negativo
México,MEX,2020,porcino,4395374,976278,13616187,3.098,0.2221,1,0,0.4907451381470553,0,-5.046667544989922,0,Normal,Falso Negativo
México,MEX,2020,avicola,1035853533,958817,15917104,0.015,0.0009,0,0,0.47656206755603375,0,-4.763737112475883,0,Normal,Verdadero Negativo
México,MEX,2020,ovino,18180971,496996,5569344,0.306,0.0273,0,0,0.4306928504707213,0,-5.607915427287418,0,Normal,Verdadero Negativo
México,MEX,2020,caprino,4997828,224414,7103652,1.421,0.0449,0,0,0.44826353707589556,0,-5.554466393871633,0,Normal,Verdadero Negativo
Kenia,KEN,2011,bovino,44351801,998413,25974829,0.586,0.0225,0,0,0.4138036564427401,0,-6.4793813395857,0,Normal,Verdadero Negativo
Kenia,KEN,2011,porcino,14672435,2833354,8301858,0.566,0.1931,0,0,0.4224207715740943,0,-5.865465112326875,0,Normal,Verdadero Negativo
Kenia,KEN,2011,avicola,475099695,716154,26776851,0.056,0.0015,0,0,0.43970020652318764,0,-5.635378511104355,0,Normal,Verdadero Negativo
Kenia,KEN,2011,ovino,4768200,406730,10432192,2.188,0.0853,0,0,0.4281458129835719,0,-6.714971434925747,0,Normal,Verdadero Negativo
Kenia,KEN,2011,caprino,17511137,49983,235557,0.013,0.0029,0,0,0.4768584534904679,1,-4.668249596862071,0,Normal,Verdadero Negativo
Kenia,KEN,2012,bovino,25429307,3795870,29970474,1.179,0.1493,0,0,0.4888008698860117,0,-4.918580917411848,0,Normal,Verdadero Negativo
Kenia,KEN,2012,porcino,9887823,507247,4403899,0.445,0.0513,0,0,0.46155343327352233,0,-5.183434233186384,0,Normal,Verdadero Negativo
Kenia,KEN,2012,avicola,379295758,207856,20581555,0.054,0.0005,0,0,0.495596525534461,1,-4.763498719290853,0,Normal,Verdadero Negativo
Kenia,KEN,2012,ovino,17671443,308976,7258197,0.411,0.0175,0,0,0.44611039279434933,0,-5.74421507548042,0,Normal,Verdadero Negativo
Kenia,KEN,2012,caprino,14174966,188484,3389279,0.239,0.0133,0,0,0.4566157934711145,0,-5.758156670229861,0,Normal,Verdadero Negativo
Kenia,KEN,2013,bovino,3837167,1828274,42559055,11.091,0.4765,1,1,0.5943675905845139,1,-3.5933030692411614,1,Anomalía detectada,Verdadero Positivo
Kenia,KEN,2013,porcino,11733265,1249586,3164444,0.27,0.1065,0,0,0.4479620886315836,0,-4.977548317594158,0,Normal,Verdadero Negativo
Kenia,KEN,2013,avicola,291212806,1106003,15523451,0.053,0.0038,0,0,0.46035263112288377,0,-4.959092430847269,0,Normal,Verdadero Negativo
Kenia,KEN,2013,ovino,6620040,180468,5142789,0.777,0.0273,0,0,0.4409767556232105,0,-5.621859038114578,0,Normal,Verdadero Negativo
Kenia,KEN,2013,caprino,3502155,474980,4630981,1.322,0.1356,0,0,0.4528271038227157,0,-5.8694188666011895,0,Normal,Verdadero Negativo
Kenia,KEN,2014,bovino,16227233,5105433,3091945,0.191,0.3146,0,0,0.4985688022617951,1,-4.76338097424513,0,Normal,Verdadero Negativo
Kenia,KEN,2014,porcino,2111691,2722743,10969161,5.194,1.0,1,1,0.5852002599830912,1,-4.162602403898131,1,Anomalía detectada,Verdadero Positivo
Kenia,KEN,2014,avicola,9453129,1302869,33533413,3.547,0.1378,1,1,0.5454321558930865,0,-4.763790822549513,0,Anomalía detectada,Verdadero Positivo
Kenia,KEN,2014,ovino,12947802,115964,10069934,0.778,0.009,0,0,0.46207664048242475,0,-5.405223798166286,0,Normal,Verdadero Negativo
Kenia,KEN,2014,caprino,15014568,278817,7734279,0.515,0.0186,0,0,0.4499372635187961,0,-6.001855676502334,0,Normal,Verdadero Negativo
Kenia,KEN,2015,bovino,7790528,984647,17390832,2.232,0.1264,0,0,0.44025099982619814,0,-7.288304184239247,0,Normal,Verdadero Negativo
Kenia,KEN,2015,porcino,5810868,1447243,14581559,2.509,0.2491,1,0,0.45471252093515385,0,-6.6257996664406615,0,Normal,Falso Negativo
Kenia,KEN,2015,avicola,445975051,2090897,4278221,0.01,0.0047,0,0,0.45779710901967446,0,-6.356149563763564,0,Normal,Verdadero Negativo
Kenia,KEN,2015,ovino,7180758,369216,5340328,0.744,0.0514,0,0,0.4080931298641494,0,-7.750023415033973,0,Normal,Verdadero Negativo
Kenia,KEN,2015,caprino,12915344,171137,9946551,0.77,0.0133,0,0,0.4106096562589402,0,-7.486302339990968,0,Normal,Verdadero Negativo
Kenia,KEN,2016,bovino,7788965,3509494,10095317,1.296,0.4506,0,1,0.5625829916891161,1,-4.509417883909893,1,Anomalía detectada,Falso Positivo
Kenia,KEN,2016,porcino,22621320,1800224,4644960,0.205,0.0796,0,1,0.5228593423046078,0,-4.763832410076276,0,Anomalía detectada,Falso Positivo
Kenia,KEN,2016,avicola,639409699,1669975,19795076,0.031,0.0026,0,1,0.5476004085665485,1,-4.451087188275766,1,Anomalía detectada,Falso Positivo
Kenia,KEN,2016,ovino,329706,139100,10320932,31.303,0.4219,1,1,0.7091713284707915,1,-1.0247692343174677,1,Anomalía detectada,Verdadero Positivo
Kenia,KEN,2016,caprino,8034060,386667,4914781,0.612,0.0481,0,0,0.5015544688245624,0,-5.098938409474635,0,Normal,Verdadero Negativo
Kenia,KEN,2017,bovino,31067233,1501277,18506956,0.596,0.0483,0,1,0.5064669210577001,0,-4.810609162284543,0,Anomalía detectada,Falso Positivo
Kenia,KEN,2017,porcino,4294202,2798283,18379872,4.28,0.6516,1,1,0.6000400125153809,1,-3.6272176386478665,1,Anomalía detectada,Verdadero Positivo
Kenia,KEN,2017,avicola,207364604,95794,13980875,0.067,0.0005,0,1,0.5474786580615777,1,-4.464963237995124,1,Anomalía detectada,Falso Positivo
Kenia,KEN,2017,ovino,16608758,288062,2733472,0.165,0.0173,0,1,0.5125958510036662,0,-4.763860364810816,0,Anomalía detectada,Falso Positivo
Kenia,KEN,2017,caprino,8657816,318511,9651532,1.115,0.0368,0,0,0.501990043842973,0,-5.172879870177911,0,Normal,Verdadero Negativo
Kenia,KEN,2018,bovino,33099936,5577954,28675455,0.866,0.1685,0,0,0.4581284694814773,0,-5.296987647450348,0,Normal,Verdadero Negativo
Kenia,KEN,2018,porcino,11542424,3251143,9678221,0.838,0.2817,0,0,0.44985009452886254,0,-5.412334386489699,0,Normal,Verdadero Negativo
Kenia,KEN,2018,avicola,705059473,960069,21917369,0.031,0.0014,0,0,0.44971635199793575,0,-5.31496189028408,0,Normal,Verdadero Negativo
Kenia,KEN,2018,ovino,14681984,145005,3421962,0.233,0.0099,0,0,0.4257066023483082,0,-6.038725601366385,0,Normal,Verdadero Negativo
Kenia,KEN,2018,caprino,9483256,220205,5441078,0.574,0.0232,0,0,0.4145978295587447,0,-6.493744558726752,0,Normal,Verdadero Negativo
Kenia,KEN,2019,bovino,37260910,1289780,28283096,0.759,0.0346,0,0,0.4017639882542881,0,-7.5187355580316755,0,Normal,Verdadero Negativo
Kenia,KEN,2019,porcino,11006725,1601496,11153414,1.013,0.1455,0,0,0.40769083497688746,0,-7.158808489344979,0,Normal,Verdadero Negativo
Kenia,KEN,2019,avicola,1307361238,1536575,40245308,0.031,0.0012,0,0,0.4506179112018739,0,-5.566376290653933,0,Normal,Verdadero Negativo
Kenia,KEN,2019,ovino,13984497,271915,3431829,0.245,0.0194,0,0,0.39453593380023316,0,-8.035448412207998,0,Normal,Verdadero Negativo
Kenia,KEN,2019,caprino,7836886,234992,6035402,0.77,0.03,0,0,0.38936054342157017,0,-8.309093489814869,0,Normal,Verdadero Negativo
Kenia,KEN,2020,bovino,24424215,2416153,30784107,1.26,0.0989,0,0,0.41897034161439767,0,-6.641634831996709,0,Normal,Verdadero Negativo
Kenia,KEN,2020,porcino,15063113,1850694,7063841,0.469,0.1229,0,0,0.4064289279488746,0,-6.435794409633915,0,Normal,Verdadero Negativo
Kenia,KEN,2020,avicola,80941638,899065,23457934,0.29,0.0111,0,0,0.4387370118604852,0,-6.722149848232463,0,Normal,Verdadero Negativo
Kenia,KEN,2020,ovino,11637271,344027,879430,0.076,0.0296,0,0,0.422045985315952,0,-6.522365446158184,0,Normal,Verdadero Negativo
Kenia,KEN,2020,caprino,16418889,143988,3442955,0.21,0.0088,0,0,0.4041874179540508,0,-7.510654577541882,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2011,bovino,43726295,992740,42338030,0.968,0.0227,0,0,0.3946347585319873,0,-7.189468181854178,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2011,porcino,1250445,1748970,2083941,1.667,1.0,0,0,0.4978121592786172,1,-4.763206027504817,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2011,avicola,370930726,867896,27629667,0.074,0.0023,0,0,0.40924665285503076,0,-6.854522727077741,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2011,ovino,2168043,346536,8755123,4.038,0.1598,1,0,0.4357983828498099,0,-7.341815042408007,0,Normal,Falso Negativo
Nueva Zelanda,NZL,2011,caprino,18155978,109877,9157388,0.504,0.0061,0,0,0.37515953987497197,0,-8.01483014010844,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2012,bovino,48690732,1954472,28461103,0.585,0.0401,0,0,0.3824301742173003,0,-7.4225417127938575,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2012,porcino,9551861,169775,1193548,0.125,0.0178,0,0,0.40651591201391596,0,-6.8319909226924525,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2012,avicola,836515670,1240921,4575169,0.005,0.0015,0,0,0.41278876225854605,0,-6.682440278721435,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2012,ovino,16356553,27228,4860157,0.297,0.0017,0,0,0.39971769427217096,0,-6.682606370265518,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2012,caprino,7496135,324365,4100601,0.547,0.0433,0,0,0.36385886618261726,0,-8.538556195445866,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2013,bovino,10376632,3593380,10942137,1.054,0.3463,0,0,0.40320576135635583,0,-7.496554060949112,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2013,porcino,9140682,436173,1705728,0.187,0.0477,0,0,0.39146754522618354,0,-7.252383115391176,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2013,avicola,851530989,1727847,29155067,0.034,0.002,0,0,0.4163112395458791,0,-6.2272046084499415,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2013,ovino,776033,13600,9817863,12.651,0.0175,1,1,0.5783267846164281,1,-2.7728133162873854,1,Anomalía detectada,Verdadero Positivo
Nueva Zelanda,NZL,2013,caprino,5712525,61174,11067510,1.937,0.0107,0,0,0.4084184516816633,0,-7.121043003106691,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2014,bovino,14950465,2842273,31450643,2.104,0.1901,0,0,0.40891509247483976,0,-7.143631448799426,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2014,porcino,1349763,1434847,5349533,3.963,1.0,1,1,0.5098445624015895,0,-5.600107779579466,0,Anomalía detectada,Verdadero Positivo
Nueva Zelanda,NZL,2014,avicola,117088147,709070,24943104,0.213,0.0061,0,0,0.4105704894801929,0,-7.280815071865643,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2014,ovino,12462030,154908,1632002,0.131,0.0124,0,0,0.3863943158152569,0,-7.701042995131565,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2014,caprino,13679248,299014,8206291,0.6,0.0219,0,0,0.3611131279754022,0,-8.571481530487176,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2015,bovino,43809682,4113481,24249753,0.554,0.0939,0,0,0.3936578472091961,0,-7.077656982830619,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2015,porcino,20243463,2063583,7958809,0.393,0.1019,0,0,0.38366162727842174,0,-7.119786155462099,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2015,avicola,751837220,320131,15829623,0.021,0.0004,0,0,0.4072142648399682,0,-6.707490509003335,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2015,ovino,936372,225648,4225001,4.512,0.241,1,0,0.4586953873354827,0,-6.738052877887203,0,Normal,Falso Negativo
Nueva Zelanda,NZL,2015,caprino,16313126,305196,5398588,0.331,0.0187,0,0,0.3615643607388154,0,-8.646261270942349,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2016,bovino,41873820,727279,11959014,0.286,0.0174,0,0,0.38062414561367597,0,-8.389853666121777,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2016,porcino,15549549,2377089,4309698,0.277,0.1529,0,0,0.38474423567727006,0,-7.175666279894077,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2016,avicola,469298705,1506408,31494752,0.067,0.0032,0,0,0.41309200391171086,0,-6.508795600128165,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2016,ovino,23260071,492652,1328416,0.057,0.0212,0,0,0.3860839875618196,0,-7.653268946340289,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2016,caprino,10664646,276983,7231976,0.678,0.026,0,0,0.3620400557317275,0,-8.552519379419115,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2017,bovino,3420532,2722901,1362130,0.398,0.796,0,0,0.4921794281481179,0,-4.763587851007115,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2017,porcino,8301158,2714198,15268887,1.839,0.327,0,0,0.4116174302536254,0,-7.014609420589956,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2017,avicola,524643766,738111,22323399,0.043,0.0014,0,0,0.4046685946595557,0,-6.879097878849453,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2017,ovino,17698360,429210,9949049,0.562,0.0243,0,0,0.3641437481979684,0,-8.220567733891201,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2017,caprino,3397706,595887,8843370,2.603,0.1754,1,0,0.4029982450541255,0,-8.335748306012192,0,Normal,Falso Negativo
Nueva Zelanda,NZL,2018,bovino,29853865,1273023,13528253,0.453,0.0426,0,0,0.3746721605214745,0,-8.218721850213566,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2018,porcino,4980139,867454,4147777,0.833,0.1742,0,0,0.39387564331640035,0,-7.725160955983489,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2018,avicola,138243050,204385,17114540,0.124,0.0015,0,0,0.4140958869119669,0,-7.148587118708949,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2018,ovino,19004700,280381,9989431,0.526,0.0148,0,0,0.36597876984634614,0,-8.124262806964355,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2018,caprino,531656,236716,10917417,20.535,0.4452,1,1,0.6140682843913275,1,-2.8748893421013975,1,Anomalía detectada,Verdadero Positivo
Nueva Zelanda,NZL,2019,bovino,71579778,3373583,61367267,0.857,0.0471,0,0,0.41948470826615764,0,-6.116012286616906,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2019,porcino,17723870,2580516,2997531,0.169,0.1456,0,0,0.3927595647770677,0,-6.974921759917519,0,Normal,Verdadero Negativo
